INSERT INTO coche (Id_coche,id_cliente,matricula,marca,color,transmision,marca_neumaticos)
VALUES
('1', '3149', 'CAU-683', 'Bentley', 'Plateado', 'automatico', 'Brigdestone'),
('967', '2643', 'DFV-442', 'Maserati', 'Plateado', 'automatico', 'Michelin'),
('968', '2299', 'JLP-078', 'Volkswagen', 'Cian', 'automatico', 'Michelin'),
('969', '4383', 'AWW-169', 'Bentley', 'Cian', 'automatico', 'Michelin'),
('970', '5121', 'WUZ-875', 'Dodge', 'Plateado', 'estandar', 'Michelin'),
('971', '3670', 'ZRG-125', 'Dodge', 'Crema', 'automatico', 'Michelin'),
('972', '580', 'JJJ-681', 'Ferrari', 'Dorado', 'estandar', 'Dunlop'),
('973', '762', 'TSB-135', 'Koenigsegg', 'Crema', 'estandar', 'Michelin'),
('974', '4757', 'WJE-749', 'Bentley', 'Crema', 'estandar', 'Pirelli'),
('975', '2626', 'JTU-633', 'Volkswagen', 'Plateado', 'estandar', 'Continental'),
('976', '3404', 'PNE-050', 'Honda', 'Plateado', 'estandar', 'Dunlop'),
('977', '4018', 'NKQ-076', 'Alfa Romeo', 'Cian', 'estandar', 'Pirelli'),
('978', '1267', 'QLQ-007', 'Toyota', 'Crema', 'estandar', 'Brigdestone'),
('979', '2962', 'TXI-591', 'Chevrolet', 'Crema', 'automatico', 'Dunlop'),
('980', '2680', 'HNP-727', 'Aston Martin', 'Plateado', 'automatico', 'Dunlop'),
('981', '3476', 'OCA-876', 'Ferrari', 'Crema', 'automatico', 'Michelin'),
('982', '725', 'NVG-588', 'Renault', 'Borgoña', 'automatico', 'Dunlop'),
('983', '1976', 'VPN-633', 'Nissan', 'Borgoña', 'automatico', 'Brigdestone'),
('984', '5139', 'COT-819', 'Porsche', 'Crema', 'estandar', 'Michelin'),
('985', '2450', 'KIW-830', 'BMW', 'Violeta', 'estandar', 'Brigdestone'),
('986', '3463', 'IDC-931', 'Lamborguini', 'Dorado', 'estandar', 'Michelin'),
('987', '2737', 'SJA-263', 'Alfa Romeo', 'Dorado', 'automatico', 'Continental'),
('988', '1096', 'FPL-507', 'Koenigsegg', 'Dorado', 'estandar', 'Michelin'),
('989', '2682', 'ULV-814', 'Tesla', 'Cian', 'estandar', 'Michelin'),
('990', '5014', 'YGG-060', 'Chrysler', 'Violeta', 'estandar', 'Brigdestone'),
('991', '4241', 'XNH-355', 'Aston Martin', 'Plateado', 'estandar', 'Brigdestone'),
('992', '4630', 'CEX-339', 'BMW', 'Plateado', 'automatico', 'Pirelli'),
('993', '4242', 'WFO-774', 'Koenigsegg', 'Cian', 'automatico', 'Brigdestone'),
('994', '1440', 'AMP-588', 'Audi', 'Borgoña', 'automatico', 'Dunlop'),
('995', '4514', 'ENB-336', 'Aston Martin', 'Plateado', 'automatico', 'Dunlop'),
('996', '3028', 'MBY-628', 'Nissan', 'Violeta', 'estandar', 'Brigdestone'),
('997', '3991', 'OBQ-630', 'SSC', 'Borgoña', 'estandar', 'Brigdestone'),
('998', '875', 'YMJ-888', 'Honda', 'Cian', 'estandar', 'Dunlop'),
('999', '4314', 'NOY-560', 'Aston Martin', 'Borgoña', 'estandar', 'Continental'),
('1000', '4498', 'LJJ-852', 'Peugeot', 'Borgoña', 'automatico', 'Continental'),
('1001', '3791', 'XGS-684', 'Maserati', 'Crema', 'automatico', 'Pirelli'),
('1002', '1536', 'DEO-254', 'Lamborguini', 'Plateado', 'automatico', 'Pirelli'),
('1003', '4964', 'SPW-754', 'Chevrolet', 'Violeta', 'estandar', 'Dunlop'),
('1004', '4189', 'IWH-898', 'Maserati', 'Crema', 'automatico', 'Michelin'),
('1005', '1506', 'CZE-396', 'Ferrari', 'Borgoña', 'automatico', 'Brigdestone'),
('1006', '664', 'EPJ-952', 'Honda', 'Crema', 'automatico', 'Michelin'),
('1007', '683', 'GMZ-904', 'BMW', 'Violeta', 'automatico', 'Continental'),
('1008', '4798', 'QOD-564', 'Land Rover', 'Violeta', 'automatico', 'Michelin'),
('1009', '1676', 'VRG-886', 'Chrysler', 'Violeta', 'estandar', 'Brigdestone'),
('1010', '1483', 'WQI-856', 'Ferrari', 'Cian', 'estandar', 'Dunlop'),
('1011', '4', 'WUA-490', 'Lamborguini', 'Dorado', 'estandar', 'Michelin'),
('1012', '2357', 'HMN-229', 'Volkswagen', 'Dorado', 'estandar', 'Dunlop'),
('1013', '2246', 'FEN-000', 'SSC', 'Crema', 'automatico', 'Pirelli'),
('1014', '2771', 'PBL-012', 'BMW', 'Plateado', 'automatico', 'Pirelli'),
('1015', '4599', 'AHA-894', 'Audi', 'Dorado', 'automatico', 'Michelin'),
('1016', '3145', 'YQT-265', 'Jaguar', 'Dorado', 'estandar', 'Brigdestone'),
('1017', '2178', 'GPX-459', 'Porsche', 'Plateado', 'estandar', 'Dunlop'),
('1018', '1220', 'DXG-168', 'Ford', 'Crema', 'automatico', 'Continental'),
('1019', '2946', 'LZQ-858', 'Audi', 'Crema', 'automatico', 'Continental'),
('1020', '2232', 'QJR-108', 'Jaguar', 'Violeta', 'automatico', 'Continental'),
('1021', '240', 'NUY-641', 'Audi', 'Plateado', 'automatico', 'Continental'),
('1022', '168', 'ACM-150', 'Volkswagen', 'Borgoña', 'estandar', 'Pirelli'),
('1023', '2008', 'ETP-205', 'Volkswagen', 'Plateado', 'automatico', 'Brigdestone'),
('1024', '801', 'YCV-847', 'Cadillac', 'Dorado', 'automatico', 'Brigdestone'),
('1025', '114', 'HCK-177', 'Peugeot', 'Dorado', 'automatico', 'Michelin'),
('1026', '984', 'YCT-887', 'Mercedes-Benz', 'Borgoña', 'estandar', 'Brigdestone'),
('1027', '3935', 'UEA-352', 'Koenigsegg', 'Crema', 'estandar', 'Continental'),
('1028', '3194', 'PME-744', 'Subaru', 'Plateado', 'estandar', 'Brigdestone'),
('1029', '4149', 'XEZ-536', 'Kia', 'Borgoña', 'estandar', 'Pirelli'),
('1030', '737', 'XVY-289', 'Maserati', 'Dorado', 'estandar', 'Continental'),
('1031', '3486', 'HXD-102', 'Chrysler', 'Borgoña', 'estandar', 'Dunlop'),
('1032', '1750', 'RCA-672', 'Alfa Romeo', 'Crema', 'automatico', 'Pirelli'),
('1033', '153', 'VJO-561', 'Ferrari', 'Cian', 'estandar', 'Michelin'),
('1034', '994', 'XUV-653', 'Volkswagen', 'Borgoña', 'estandar', 'Pirelli'),
('1035', '3356', 'OBW-986', 'Toyota', 'Violeta', 'automatico', 'Pirelli'),
('1036', '4882', 'LKF-520', 'Kia', 'Dorado', 'automatico', 'Michelin'),
('1037', '4800', 'AHH-680', 'Tesla', 'Violeta', 'estandar', 'Brigdestone'),
('1038', '573', 'RGE-767', 'Bentley', 'Borgoña', 'estandar', 'Brigdestone'),
('1039', '4283', 'XMQ-366', 'Alfa Romeo', 'Plateado', 'estandar', 'Dunlop'),
('1040', '4615', 'PXT-015', 'Porsche', 'Cian', 'automatico', 'Continental'),
('1041', '3888', 'BRQ-373', 'Renault', 'Dorado', 'automatico', 'Michelin'),
('1042', '3474', 'YDH-197', 'Nissan', 'Dorado', 'automatico', 'Pirelli'),
('1043', '3238', 'IQT-742', 'BMW', 'Borgoña', 'automatico', 'Michelin'),
('1044', '4263', 'EME-574', 'Mazda', 'Dorado', 'estandar', 'Pirelli'),
('1045', '2054', 'WAO-794', 'SSC', 'Violeta', 'estandar', 'Dunlop'),
('1046', '3518', 'GKW-918', 'Alfa Romeo', 'Borgoña', 'estandar', 'Michelin'),
('1047', '3546', 'STC-749', 'SSC', 'Cian', 'automatico', 'Brigdestone'),
('1048', '2190', 'DGT-547', 'Mercedes-Benz', 'Cian', 'automatico', 'Continental'),
('1049', '335', 'FOD-213', 'Lamborguini', 'Cian', 'automatico', 'Pirelli'),
('1050', '3338', 'USY-540', 'Porsche', 'Violeta', 'automatico', 'Dunlop'),
('1051', '1644', 'ZZQ-148', 'Toyota', 'Cian', 'estandar', 'Dunlop'),
('1052', '2369', 'DVR-042', 'Volkswagen', 'Dorado', 'automatico', 'Continental'),
('1053', '4075', 'XDR-430', 'Tesla', 'Violeta', 'automatico', 'Brigdestone'),
('1054', '496', 'ZPU-061', 'Mazda', 'Plateado', 'estandar', 'Dunlop'),
('1055', '2960', 'ENG-288', 'Porsche', 'Borgoña', 'estandar', 'Continental'),
('1056', '4436', 'VFP-078', 'Bentley', 'Plateado', 'automatico', 'Dunlop'),
('1057', '31', 'XSY-216', 'Audi', 'Crema', 'estandar', 'Continental'),
('1058', '1942', 'NBX-253', 'Rimac', 'Dorado', 'automatico', 'Brigdestone'),
('1059', '2834', 'VTC-601', 'Nissan', 'Violeta', 'automatico', 'Brigdestone'),
('1060', '2398', 'QAD-950', 'Mazda', 'Violeta', 'automatico', 'Dunlop'),
('1061', '1107', 'MXQ-855', 'Toyota', 'Cian', 'estandar', 'Michelin'),
('1062', '3784', 'IWA-478', 'Volkswagen', 'Dorado', 'automatico', 'Continental'),
('1063', '3360', 'IWW-297', 'Land Rover', 'Cian', 'automatico', 'Brigdestone'),
('1064', '662', 'HYG-819', 'Toyota', 'Violeta', 'estandar', 'Dunlop'),
('1065', '719', 'FHX-020', 'Koenigsegg', 'Borgoña', 'estandar', 'Continental'),
('1066', '4245', 'BWJ-616', 'Subaru', 'Borgoña', 'estandar', 'Dunlop'),
('1067', '1847', 'EXT-265', 'Dodge', 'Crema', 'estandar', 'Continental'),
('1068', '485', 'MYO-282', 'Alfa Romeo', 'Dorado', 'estandar', 'Dunlop'),
('1069', '439', 'CKY-103', 'Kia', 'Cian', 'automatico', 'Michelin'),
('1070', '2237', 'IIP-804', 'Jaguar', 'Cian', 'automatico', 'Brigdestone'),
('1071', '3808', 'CDV-231', 'Mercedes-Benz', 'Dorado', 'estandar', 'Dunlop'),
('1072', '5159', 'FCZ-434', 'Peugeot', 'Plateado', 'estandar', 'Michelin'),
('1073', '4874', 'DHZ-821', 'Volkswagen', 'Cian', 'estandar', 'Pirelli'),
('1074', '927', 'SOC-038', 'Ferrari', 'Plateado', 'automatico', 'Pirelli'),
('1075', '79', 'NSY-199', 'Jeep', 'Borgoña', 'estandar', 'Brigdestone'),
('1076', '3251', 'TII-180', 'BMW', 'Dorado', 'automatico', 'Michelin'),
('1077', '2723', 'QOH-095', 'Koenigsegg', 'Cian', 'estandar', 'Brigdestone'),
('1078', '654', 'ZSK-678', 'Porsche', 'Cian', 'automatico', 'Pirelli'),
('1079', '3904', 'OKE-178', 'Lamborguini', 'Plateado', 'estandar', 'Michelin'),
('1080', '440', 'VNJ-465', 'Subaru', 'Crema', 'automatico', 'Continental'),
('1081', '1926', 'TDD-223', 'Dodge', 'Crema', 'automatico', 'Continental'),
('1082', '1791', 'EZY-892', 'Honda', 'Crema', 'automatico', 'Pirelli'),
('1083', '2544', 'QDH-722', 'Dodge', 'Violeta', 'estandar', 'Continental'),
('1084', '3614', 'MSS-996', 'BMW', 'Dorado', 'automatico', 'Michelin'),
('1085', '3579', 'OIL-620', 'Jeep', 'Plateado', 'estandar', 'Dunlop'),
('1086', '6', 'TAX-842', 'Chrysler', 'Borgoña', 'automatico', 'Dunlop'),
('1087', '1979', 'UDK-972', 'Rimac', 'Borgoña', 'automatico', 'Pirelli'),
('1088', '1914', 'IKW-566', 'Koenigsegg', 'Cian', 'estandar', 'Dunlop'),
('1089', '4644', 'HRU-387', 'Bentley', 'Cian', 'automatico', 'Pirelli'),
('1090', '2082', 'LLF-993', 'Alfa Romeo', 'Borgoña', 'automatico', 'Brigdestone'),
('1091', '448', 'QKQ-754', 'Jeep', 'Borgoña', 'estandar', 'Brigdestone'),
('1092', '4359', 'RFC-953', 'Chevrolet', 'Borgoña', 'estandar', 'Pirelli'),
('1093', '3075', 'DBV-068', 'Jeep', 'Dorado', 'automatico', 'Michelin'),
('1094', '4226', 'CYD-624', 'Lamborguini', 'Dorado', 'automatico', 'Pirelli'),
('1095', '4051', 'DOE-816', 'Chrysler', 'Borgoña', 'automatico', 'Continental'),
('1096', '4416', 'IFF-751', 'Honda', 'Plateado', 'automatico', 'Michelin'),
('1097', '4680', 'VAC-829', 'Renault', 'Dorado', 'automatico', 'Pirelli'),
('1098', '797', 'CKU-476', 'Chrysler', 'Plateado', 'automatico', 'Brigdestone'),
('1099', '2459', 'MSH-305', 'Mercedes-Benz', 'Plateado', 'estandar', 'Dunlop'),
('1100', '4734', 'YPM-920', 'Cadillac', 'Violeta', 'estandar', 'Dunlop'),
('1101', '2739', 'FJT-301', 'Aston Martin', 'Cian', 'estandar', 'Dunlop'),
('1102', '4603', 'VGO-839', 'Renault', 'Cian', 'automatico', 'Continental'),
('1103', '4194', 'NAK-473', 'Chevrolet', 'Violeta', 'automatico', 'Michelin'),
('1104', '524', 'PSF-797', 'Nissan', 'Plateado', 'estandar', 'Brigdestone'),
('1105', '2876', 'FYC-144', 'Tesla', 'Plateado', 'estandar', 'Michelin'),
('1106', '2154', 'BWL-475', 'Dodge', 'Borgoña', 'automatico', 'Dunlop'),
('1107', '968', 'JAC-189', 'Volkswagen', 'Plateado', 'automatico', 'Michelin'),
('1108', '1216', 'WGO-433', 'BMW', 'Cian', 'automatico', 'Continental'),
('1109', '3960', 'DVO-459', 'SSC', 'Borgoña', 'estandar', 'Michelin'),
('1110', '1132', 'MQQ-198', 'Nissan', 'Borgoña', 'automatico', 'Dunlop'),
('1111', '1688', 'XQO-865', 'Mazda', 'Crema', 'estandar', 'Brigdestone'),
('1112', '385', 'TMM-664', 'Chrysler', 'Borgoña', 'estandar', 'Pirelli'),
('1113', '444', 'BCU-831', 'Chrysler', 'Dorado', 'estandar', 'Michelin'),
('1114', '156', 'XTH-280', 'Mazda', 'Cian', 'estandar', 'Michelin'),
('1115', '843', 'PZT-411', 'Ferrari', 'Cian', 'automatico', 'Continental'),
('1116', '4443', 'QUU-903', 'Honda', 'Crema', 'estandar', 'Pirelli'),
('1117', '2060', 'FQD-443', 'Bentley', 'Dorado', 'estandar', 'Pirelli'),
('1118', '4519', 'OMI-770', 'Bentley', 'Cian', 'estandar', 'Michelin'),
('1119', '1205', 'GCH-065', 'Volkswagen', 'Crema', 'automatico', 'Continental'),
('1120', '1287', 'UOU-865', 'Volkswagen', 'Borgoña', 'estandar', 'Dunlop'),
('1121', '294', 'WDC-558', 'Koenigsegg', 'Dorado', 'estandar', 'Brigdestone'),
('1122', '4339', 'BZH-284', 'Bentley', 'Dorado', 'estandar', 'Pirelli'),
('1123', '4811', 'NBO-692', 'Maserati', 'Crema', 'automatico', 'Pirelli'),
('1124', '3715', 'UTL-439', 'Dodge', 'Violeta', 'automatico', 'Continental'),
('1125', '2638', 'GCG-968', 'Alfa Romeo', 'Violeta', 'automatico', 'Dunlop'),
('1126', '378', 'SXB-514', 'Lamborguini', 'Cian', 'estandar', 'Pirelli'),
('1127', '2471', 'XQR-028', 'Rimac', 'Borgoña', 'estandar', 'Continental'),
('1128', '2493', 'QWO-963', 'SSC', 'Plateado', 'automatico', 'Michelin'),
('1129', '850', 'PLW-285', 'Ford', 'Plateado', 'estandar', 'Continental'),
('1130', '952', 'XLX-253', 'Chevrolet', 'Cian', 'estandar', 'Brigdestone'),
('1131', '3978', 'TTM-805', 'Hyundai', 'Plateado', 'automatico', 'Pirelli'),
('1132', '2120', 'ARE-494', 'Rimac', 'Crema', 'automatico', 'Continental'),
('1133', '631', 'RWE-427', 'Porsche', 'Violeta', 'automatico', 'Michelin'),
('1134', '887', 'XQH-673', 'Mercedes-Benz', 'Borgoña', 'estandar', 'Pirelli'),
('1135', '1076', 'NUC-468', 'Cadillac', 'Cian', 'estandar', 'Dunlop'),
('1136', '126', 'TEZ-646', 'Jeep', 'Violeta', 'automatico', 'Continental'),
('1137', '3773', 'ASS-191', 'Tesla', 'Cian', 'automatico', 'Continental'),
('1138', '3191', 'DEU-415', 'Mazda', 'Crema', 'automatico', 'Dunlop'),
('1139', '5020', 'VGB-399', 'Nissan', 'Plateado', 'estandar', 'Dunlop'),
('1140', '97', 'EAH-525', 'Alfa Romeo', 'Violeta', 'estandar', 'Pirelli'),
('1141', '2545', 'JCN-218', 'Renault', 'Cian', 'automatico', 'Michelin'),
('1142', '2256', 'PNH-082', 'Volkswagen', 'Dorado', 'estandar', 'Brigdestone'),
('1143', '3359', 'UQT-263', 'Renault', 'Crema', 'estandar', 'Brigdestone'),
('1144', '1785', 'XVS-858', 'Peugeot', 'Violeta', 'estandar', 'Brigdestone'),
('1145', '1303', 'NVO-633', 'Renault', 'Plateado', 'automatico', 'Dunlop'),
('1146', '1849', 'ZLC-652', 'BMW', 'Cian', 'automatico', 'Michelin'),
('1147', '206', 'ABW-975', 'Jaguar', 'Violeta', 'automatico', 'Pirelli'),
('1148', '3435', 'FZU-939', 'Peugeot', 'Plateado', 'automatico', 'Brigdestone'),
('1149', '3002', 'PJZ-760', 'Nissan', 'Borgoña', 'estandar', 'Dunlop'),
('1150', '4972', 'WIH-439', 'Chrysler', 'Crema', 'automatico', 'Continental'),
('1151', '2695', 'PGP-761', 'Hyundai', 'Cian', 'estandar', 'Michelin'),
('1152', '5019', 'JHC-215', 'SSC', 'Dorado', 'estandar', 'Continental'),
('1153', '1005', 'KJM-304', 'BMW', 'Crema', 'automatico', 'Dunlop'),
('1154', '2860', 'ANW-418', 'Jaguar', 'Cian', 'automatico', 'Michelin'),
('1155', '4544', 'OLC-878', 'Hyundai', 'Dorado', 'estandar', 'Michelin'),
('1156', '3839', 'KYS-931', 'BMW', 'Plateado', 'automatico', 'Michelin'),
('1157', '2980', 'PIM-424', 'Alfa Romeo', 'Borgoña', 'estandar', 'Continental'),
('1158', '3571', 'AKG-289', 'BMW', 'Plateado', 'estandar', 'Continental'),
('1159', '3980', 'WFN-630', 'SSC', 'Cian', 'automatico', 'Continental'),
('1160', '1668', 'SGV-257', 'Jeep', 'Plateado', 'automatico', 'Dunlop'),
('1161', '3645', 'JAY-421', 'Tesla', 'Cian', 'estandar', 'Dunlop'),
('1162', '554', 'THF-015', 'Bentley', 'Violeta', 'automatico', 'Dunlop'),
('1163', '1542', 'CWW-659', 'Volkswagen', 'Dorado', 'automatico', 'Continental'),
('1164', '299', 'SKA-503', 'Dodge', 'Violeta', 'automatico', 'Michelin'),
('1165', '4791', 'BQR-768', 'Nissan', 'Cian', 'automatico', 'Dunlop'),
('1166', '2910', 'NDS-333', 'Cadillac', 'Cian', 'automatico', 'Michelin'),
('1167', '579', 'TLC-972', 'Peugeot', 'Cian', 'automatico', 'Continental'),
('1168', '4715', 'KAE-965', 'Honda', 'Crema', 'estandar', 'Michelin'),
('1169', '2148', 'CNG-370', 'Audi', 'Dorado', 'automatico', 'Brigdestone'),
('1170', '3070', 'UUZ-968', 'Maserati', 'Violeta', 'estandar', 'Dunlop'),
('1171', '1047', 'LBT-807', 'BMW', 'Cian', 'estandar', 'Dunlop'),
('1172', '1533', 'TBH-670', 'Bentley', 'Violeta', 'automatico', 'Michelin'),
('1173', '4618', 'KPR-279', 'Mazda', 'Cian', 'estandar', 'Dunlop'),
('1174', '271', 'BHJ-279', 'Aston Martin', 'Plateado', 'automatico', 'Continental'),
('1175', '4435', 'KIK-912', 'Jaguar', 'Violeta', 'estandar', 'Dunlop'),
('1176', '803', 'DVL-069', 'Maserati', 'Cian', 'estandar', 'Brigdestone'),
('1177', '1555', 'SZH-660', 'SSC', 'Violeta', 'estandar', 'Dunlop'),
('1178', '2127', 'LTD-386', 'Porsche', 'Violeta', 'automatico', 'Dunlop'),
('1179', '4496', 'FQZ-789', 'Renault', 'Borgoña', 'automatico', 'Continental'),
('1180', '2392', 'EST-348', 'Bentley', 'Crema', 'automatico', 'Pirelli'),
('1181', '5004', 'ZAC-861', 'Honda', 'Crema', 'estandar', 'Continental'),
('1182', '3178', 'KCH-731', 'Bentley', 'Dorado', 'estandar', 'Brigdestone'),
('1183', '2571', 'GTP-408', 'Mazda', 'Borgoña', 'automatico', 'Brigdestone'),
('1184', '4647', 'LKY-972', 'Mercedes-Benz', 'Plateado', 'automatico', 'Dunlop'),
('1185', '4070', 'PBT-676', 'Chevrolet', 'Plateado', 'estandar', 'Michelin'),
('1186', '2885', 'BEC-353', 'SSC', 'Crema', 'estandar', 'Brigdestone'),
('1187', '26', 'JYP-874', 'Peugeot', 'Borgoña', 'estandar', 'Pirelli'),
('1188', '3179', 'TBW-795', 'Subaru', 'Borgoña', 'estandar', 'Brigdestone'),
('1189', '2165', 'NGM-292', 'BMW', 'Cian', 'automatico', 'Continental'),
('1190', '4330', 'KNP-443', 'Land Rover', 'Violeta', 'automatico', 'Brigdestone'),
('1191', '1412', 'QTN-227', 'Bentley', 'Violeta', 'automatico', 'Continental'),
('1192', '3693', 'RWH-957', 'Jaguar', 'Borgoña', 'estandar', 'Dunlop'),
('1193', '1777', 'UKJ-028', 'Ford', 'Dorado', 'automatico', 'Dunlop'),
('1194', '4165', 'ENK-773', 'Ferrari', 'Plateado', 'estandar', 'Brigdestone'),
('1195', '4758', 'MLL-766', 'Mercedes-Benz', 'Plateado', 'automatico', 'Pirelli'),
('1196', '3561', 'ACF-529', 'Jaguar', 'Dorado', 'automatico', 'Michelin'),
('1197', '4748', 'BYZ-762', 'Cadillac', 'Borgoña', 'automatico', 'Michelin'),
('1198', '2845', 'BOQ-735', 'Honda', 'Cian', 'automatico', 'Brigdestone'),
('1199', '308', 'KZZ-961', 'Hyundai', 'Borgoña', 'automatico', 'Pirelli'),
('1200', '5126', 'HGI-002', 'Nissan', 'Borgoña', 'automatico', 'Dunlop'),
('1201', '1189', 'VAO-851', 'Chrysler', 'Dorado', 'automatico', 'Continental'),
('1202', '2006', 'VLO-635', 'Renault', 'Dorado', 'automatico', 'Michelin'),
('1203', '4535', 'SLG-976', 'Honda', 'Borgoña', 'automatico', 'Dunlop'),
('1204', '2519', 'XKD-987', 'Bentley', 'Dorado', 'automatico', 'Michelin'),
('1205', '3250', 'BFG-312', 'Porsche', 'Crema', 'estandar', 'Pirelli'),
('1206', '135', 'MJY-857', 'Audi', 'Plateado', 'estandar', 'Michelin'),
('1207', '3080', 'LGW-190', 'Porsche', 'Borgoña', 'automatico', 'Continental'),
('1208', '4090', 'NMW-887', 'Bentley', 'Violeta', 'estandar', 'Michelin'),
('1209', '1016', 'TXU-977', 'Honda', 'Plateado', 'automatico', 'Michelin'),
('1210', '3022', 'PJB-628', 'Mazda', 'Borgoña', 'estandar', 'Michelin'),
('1211', '2026', 'NPM-922', 'Jaguar', 'Plateado', 'estandar', 'Dunlop'),
('1212', '3258', 'LST-565', 'Chrysler', 'Crema', 'automatico', 'Michelin'),
('1213', '709', 'RBP-792', 'Aston Martin', 'Violeta', 'estandar', 'Michelin'),
('1214', '3722', 'PSW-129', 'Honda', 'Crema', 'automatico', 'Brigdestone'),
('1215', '1712', 'FYC-099', 'Peugeot', 'Borgoña', 'estandar', 'Michelin'),
('1216', '3689', 'LUR-342', 'Volkswagen', 'Cian', 'automatico', 'Brigdestone'),
('1217', '5050', 'JPN-447', 'Honda', 'Violeta', 'automatico', 'Pirelli'),
('1218', '1147', 'SPT-141', 'Alfa Romeo', 'Crema', 'estandar', 'Michelin'),
('1219', '1062', 'IHQ-664', 'Rimac', 'Cian', 'estandar', 'Pirelli'),
('1220', '2319', 'KXD-138', 'Mercedes-Benz', 'Violeta', 'automatico', 'Pirelli'),
('1221', '1259', 'CFE-547', 'Jaguar', 'Crema', 'estandar', 'Continental'),
('1222', '2513', 'JOO-799', 'Hyundai', 'Violeta', 'automatico', 'Pirelli'),
('1223', '1581', 'DGT-245', 'Nissan', 'Dorado', 'automatico', 'Dunlop'),
('1224', '4759', 'DBI-878', 'Cadillac', 'Dorado', 'estandar', 'Brigdestone'),
('1225', '3749', 'GLN-254', 'Aston Martin', 'Crema', 'estandar', 'Dunlop'),
('1226', '1093', 'XEN-558', 'Peugeot', 'Crema', 'automatico', 'Michelin'),
('1227', '370', 'IXD-105', 'Ferrari', 'Violeta', 'automatico', 'Continental'),
('1228', '4766', 'BGY-489', 'Mercedes-Benz', 'Crema', 'automatico', 'Michelin'),
('1229', '5163', 'MXE-027', 'Toyota', 'Dorado', 'estandar', 'Dunlop'),
('1230', '3034', 'ZEW-392', 'Alfa Romeo', 'Cian', 'estandar', 'Michelin'),
('1231', '3786', 'DAO-854', 'Koenigsegg', 'Borgoña', 'estandar', 'Brigdestone'),
('1232', '790', 'XDT-536', 'Bentley', 'Cian', 'estandar', 'Brigdestone'),
('1233', '2352', 'VAQ-188', 'SSC', 'Dorado', 'estandar', 'Michelin'),
('1234', '316', 'QZM-588', 'Ferrari', 'Plateado', 'automatico', 'Michelin'),
('1235', '10', 'LVT-426', 'Jeep', 'Borgoña', 'estandar', 'Michelin'),
('1236', '149', 'BCR-090', 'Ferrari', 'Dorado', 'automatico', 'Dunlop'),
('1237', '118', 'TRB-661', 'Kia', 'Crema', 'estandar', 'Brigdestone'),
('1238', '574', 'JDS-635', 'Aston Martin', 'Violeta', 'automatico', 'Brigdestone'),
('1239', '2363', 'CDC-538', 'Peugeot', 'Cian', 'estandar', 'Brigdestone'),
('1240', '4373', 'QGG-753', 'Volkswagen', 'Crema', 'automatico', 'Pirelli'),
('1241', '3003', 'PJD-078', 'Koenigsegg', 'Borgoña', 'automatico', 'Michelin'),
('1242', '3607', 'LJJ-740', 'Ferrari', 'Crema', 'estandar', 'Michelin'),
('1243', '256', 'SAS-591', 'Mazda', 'Crema', 'automatico', 'Pirelli'),
('1244', '777', 'QMQ-447', 'Peugeot', 'Cian', 'estandar', 'Brigdestone'),
('1245', '4848', 'EUV-681', 'Tesla', 'Dorado', 'estandar', 'Brigdestone'),
('1246', '3923', 'GSY-579', 'Hyundai', 'Dorado', 'estandar', 'Brigdestone'),
('1247', '2140', 'IJG-126', 'Aston Martin', 'Cian', 'estandar', 'Continental'),
('1248', '2344', 'KKA-564', 'Renault', 'Dorado', 'automatico', 'Continental'),
('1249', '3008', 'JFN-623', 'Cadillac', 'Dorado', 'estandar', 'Dunlop'),
